b6db3167-7cdf-44f6-a4df-93a1afbf57b4, 09:24:56, 09:21:04
9b3ed80e-8e59-459f-90e6-31369c220738, 09:23:32, 09:23:42
ce365ad0-6930-4702-99da-1e30895621df, 06:23:55, 07:28:53
f06d4ccb-7514-4ab4-b3fc-27a1b71104f4, 09:25:46, 09:19:40
3600d0c5-9712-45d2-a454-b184dd70cb74, 09:24:43, 09:25:33
bc6a75ba-7aa5-4656-a64d-609f47ba6769, 09:22:53, 09:22:46
94251cc8-32e0-4e74-9218-48ac722e40a7, 09:26:51, 09:17:19
61dab777-2b60-4bf0-8052-5b88b66e1406, 09:28:17, 09:32:24
e71b40f3-9d48-47d9-9a03-bf7a3a5f0cbe, 09:21:41, 09:23:49
34f9de81-1eed-4dcc-8e2e-be6ea4e17f4c, 06:01:18, 06:03:21
d769ae35-ced2-4ca0-b804-db5e61e4e8a8, 09:28:18, 09:21:13
881a9c2a-0ed2-4a5c-a8b4-3bf35db98197, 09:24:44, 09:19:41
27a0be76-4b62-4c8d-8240-76564922fce2, 09:31:40, 09:29:55
5b1243ed-183d-4824-ac33-fb712d00afbd, 09:23:19, 09:22:00
0f44a748-b14f-4a90-be06-56f1136b1bf6, 08:28:06, 09:29:19
38a77b66-3ee9-4539-b7f9-520ae99b3e32, 06:01:34, 05:59:37
3792825d-bcbe-49a4-9628-80c03ed5ba81, 09:22:51, 09:17:19
9931b41f-b1ca-44b3-9381-6ff11b5fb52f, 09:28:18, 09:22:23
365a08c9-8d79-4f22-a123-641b766fc843, 09:22:37, 09:17:31
0135dcda-5e7a-4ca9-84ad-162fd38896d3, 09:28:17, 09:26:22
567df0e8-d07a-4119-9ba3-35907f87beff, 09:28:18, 09:23:27
ahihi, 09:26:12
89fb8b3e-ff4a-4ef0-a081-67a359f28b53, 09:26:53, 09:26:38
7084d113-6c45-4f66-9cf7-0de92342f904, 09:30:09, 09:23:18
7672bf3a-d389-408d-af82-99507079b998, 06:01:18, 06:38:31
3e0a66b1-f677-4e39-a85d-40d62c5ae82c, 06:51:33, 08:54:49
6e0c692e-a88a-4339-ad80-84f7d6cb9b22, 09:24:42, 09:29:41
5ba715cb-3a29-4dde-9d4c-62901439cb00, 06:47:31, 09:14:51
b49e3598-447e-4ebc-96ee-48feb0c354d3, 09:22:23, 09:26:11
aa67260a-0f86-49d0-9e16-03c9d8c3daff, 09:29:39, 09:17:32
2ba85a8d-da17-40bb-aaa4-c8f7c8a3ef3a, 09:20:56, 09:20:34
898efb79-d6e3-41d6-abf0-ae73af066cc8, 09:27:32, 09:21:41
977a884f-0e26-4984-a777-5e8d1f17d680, 09:27:12, 09:22:31
45a1a41a-24d2-4a20-b291-8d835d780788, 09:26:53, 09:22:00
9f8793ce-cba6-47aa-a119-fb258b1ca749, 09:28:19, 09:20:48
97049819-d3d9-4c0f-9992-cb68efd9e64b, 06:00:41, 06:05:13
797bf570-baee-471c-99b0-a6c7989477c0, 09:28:17, 09:17:06
39eb47ab-249d-4ec9-b052-c1c11aa2ef2f, 09:20:39, 09:27:19
79cd70e1-f0bc-4fdb-b276-aebd5f6d736e, 09:26:41, 09:22:54
14227721-3fe1-4af5-8f58-1de8a5b781a8, 09:21:41, 09:26:23
2cbcf5c5-5854-4d3d-b998-ba1499302289, 09:24:43, 09:23:55
a209d7cd-3630-4547-b19f-4218d7966fc8, 09:05:31, 08:40:45
ec4a7bcb-f218-4b05-b174-55312c539338, 09:28:18, 09:20:34
3a6c32b0-91b5-4a1a-9999-605b79542bbb, 06:51:08, 09:25:46
07fea19d-d5bc-4e13-89f4-58ea478a33af, 06:39:14, 07:31:05
77a6b755-f61f-4f11-9fa2-6aff73033e8f, 09:21:26, 09:26:23
c319f30e-939c-4da4-b314-3a8a234a7d41, 09:28:18, 09:20:33
7316f5e0-f31c-49a7-bc2e-9ea8d2423cb7, 09:31:38, 09:17:44
d4c2522f-815a-409c-8717-b4c24b252b0d, 09:18:59, 09:17:44
5077ea3a-4c4c-4bac-bee9-62b1aa1564bc, 09:21:41, 09:21:41
cae830fd-9658-40f0-af68-af2d892667c6, 09:25:26, 09:22:24
a875a31b-12d0-4cc4-a9aa-2ef90f84d9cb, 09:31:25, 09:25:53
f386e8fa-9b32-482b-b9af-45d82c7c9066, 09:30:19, 09:23:42
cf61e456-ff25-47f3-a63c-a517c9b72a4b, 09:22:37, 09:19:40
20855b12-a162-46c6-90e3-ba09ab7d2112, 06:13:47, 06:10:40
ad6002c4-f0a3-4b86-8087-15084743bb0e, 09:22:09, 09:24:45
5caf29af-e37a-482c-9a40-4ec6b94cd10a, 09:29:45, 09:23:09
cdcd4bb2-a532-4f45-85bc-bf0887598579, 06:02:28, 06:04:16
98a0480c-0c8a-4715-a18f-293e7a36b75f, 09:21:41, 09:24:34
2e2f7166-ad12-40d2-9b69-c39bc8399b05, 09:28:19, 09:21:59
0c420c13-1d1c-4ad2-bd46-b6a8a5022510, 09:24:14, 09:24:18
55f4e2f9-5240-4181-9b53-caeb123134d3, 07:32:50, 09:26:41
072190bb-ab66-4936-8b22-f3c92e2ef3dd, 09:24:29, 09:19:40
117049f0-f85a-471f-bed1-fb3c3f071f87, 09:19:28, 09:24:46
216b44cb-3750-4b5d-8763-3f81b387d7ca, 09:26:00, 09:23:39
e5088c38-5b4f-4ddb-b976-8b360dc32dd9, 06:48:31, 09:25:58
c14edf1c-025b-45b2-b105-857100dd4dda, 09:26:30, 09:24:20
156c4ca3-6cb0-4d4a-8923-eccff2cf5c35, 09:25:34, 09:23:42
3cd27bac-29be-41a6-b5fb-ef98e5121b38, 09:29:45, 09:22:11
7625b9c5-2bfd-45b8-ab7f-655687f7d7f5, 09:32:21, 09:22:18
286e3cd8-8a04-4c93-bace-eab5e7c9024b, 09:20:02, 09:24:32
60b0bd28-3f89-47ff-b5f2-d41fff97646c, 09:29:56, 09:17:45
0d2bd2e6-2788-4469-b314-d8c897706734, 09:20:18, 09:24:35
3a0d7dc7-a990-4804-aa95-86ad6373014f, 09:25:42, 09:22:23
b3da69df-e16f-4d48-8ea8-6817a6a82605, 09:07:16, 06:20:03
9b8fe084-a06c-4956-af56-3891b61d77ec, 09:26:41, 09:23:19
70d0a4c0-2785-4bd6-8df8-96632a645b04, 09:28:18, 09:22:10
b4c38c2f-fe18-4603-b8b4-bd10e29cfe09, 06:04:05, 06:09:10
11276de6-23f5-4446-be16-cab5d632a09f, 09:23:01, 09:28:56